0	5	795
1	131.176	56.2534
2	332.588	97.2396
3	493.337	629.982
4	736.585	528.554
5	317.724	346.964
6	762.299	517.877
7	638.758	117.17
8	730.402	460.019
9	203.776	741.091
10	785.067	254.391
11	700.791	524.107
12	213.162	746.282
13	716.982	341.062
14	146.73	595.711
15	534.907	259.249
16	207.654	451.957
17	240.518	524.621
18	648.244	5
19	682.038	117.97
20	115.397	78.0136
21	135.406	578.09
22	256.83	691.567
23	319.778	462.075
24	722.733	727.84
25	308.18	93.7668
26	757.06	158.399
27	717.884	286.518
28	560.621	155.174
29	559.868	396.964
30	260.075	747.868
31	418.447	363.227
32	628.175	546.924
33	491.645	643.532
34	109.68	692.086
35	603.904	28.5212
36	419.546	577.103
37	546.601	183.198
38	302.981	104.493
39	304.541	741.148
40	132.733	702.144
41	48.6624	291.674
42	369.28	513.084
43	564.777	330.092
44	569.579	348.842
45	605.224	5
46	63.9898	763.502
47	634.782	8.5761
48	553.896	704.669
49	452.983	5
50	68.6786	472.365
51	505.436	203.364
52	283.418	176.311
53	646.732	393.334
54	226.543	577.748
55	546.583	267.595
56	383.692	623.174
57	577.647	279.975
58	105.259	560.491
59	214.893	5
60	491.688	236.059
61	587.978	699.385
62	49.0149	732.203
63	15.9794	795
64	408.132	511.315
65	221.364	774.182
66	734.346	18.8863
67	760.804	322.536
68	217.304	650.124
69	258.561	98.1711
70	380.796	588.644
71	107.411	372.271
72	198.709	496.282
73	158.84	681.684
74	790.4	503.356
75	469.738	9.38925
76	605.675	437.256
77	635.064	286.072
78	365.242	559.65
79	169.133	90.7194
80	437.475	530.325
81	527.768	748.522
82	37.4711	179.969
83	488.897	495.529
84	463.244	154.877
85	692.848	513.01
86	318.517	415.721
87	247.929	441.691
88	795	557.465
89	570.543	173.155
90	569.855	487.151
91	225.665	543.973
92	212.351	92.8312
93	552.019	368.551
94	620.561	312.432
95	179.988	385.378
96	762.392	30.2271
97	319.575	502.558
98	217.62	264.263
99	389.743	674.829
