0,515.347,273.303
1,681.028,629.316
2,322.04,314.726
3,492.49,264.444
4,787.852,195.088
5,629.654,606.508
6,145.996,706.452
7,677.517,713.138
8,659.286,209.708
9,545.115,129.957
10,333.199,379.757
11,338.262,315.481
12,696.517,12.2501
13,448.363,99.4111
14,320.453,73.6304
15,151.415,41.7443
16,795,436.262
17,721.676,217.645
18,321.104,561.668
19,494.446,574.362
20,387.118,670.259
21,602.067,540.95
22,670.267,613.071
23,783.141,735.991
24,542.975,16.004
25,535.524,619.465
26,427.528,567.911
27,636.145,680.508
28,671.767,361.802
29,578.535,512.37
30,483.353,453.719
31,744.73,582.645
32,382.43,730.591
33,624.734,540.995
34,570.674,572.456
35,62.0893,258.81
36,266.198,498.601
37,337.639,195.535
38,280.21,535.27
39,405.163,11.91
40,422.306,445.269
41,342.849,96.0336
42,680.071,702.875
43,416.788,595.072
44,614.079,80.8955
45,539.575,651.727
46,71.9891,474.15
47,546.505,642.344
48,106.159,76.2873
49,664.271,444.069
50,518.56,149.429
51,795,276.576
52,382.883,592.868
53,165.52,338.077
54,717.322,170.564
55,673.537,137.026
56,195.464,589.828
57,640.911,638.013
58,776.24,41.2037
59,336.36,165.719
60,310.053,193.038
61,457.621,137.395
62,352.447,213.406
63,616.456,37.8361
64,214.17,280.526
65,763.531,29.7495
66,789.438,358.011
67,784.922,179.876
68,246.329,21.2799
69,500.853,479.297
70,763.15,455.44
71,593.308,673.505
72,405.049,109.709
73,249.899,418.105
74,585.696,195.686
75,102.282,266.412
76,695.912,633.108
77,700.66,572.305
78,280.007,308.184
79,496.267,292.257
80,617.01,238.505
81,700.238,438.87
82,741.347,457.186
83,672.512,135.746
84,98.9156,207.806
85,767.682,128.675
86,285.434,37.5181
87,318.453,569.816
88,533.696,771.026
89,277.683,227.176
90,615.09,314.77
91,565.13,552.896
92,786.672,510.223
93,437.73,149.473
94,377.566,670.148
95,352.709,457.973
96,476.276,288.659
97,450.538,617.578
98,334.637,782.419
99,308.29,357.479
