246.164	555.544
282.006	276.892
579.102	651.536
389.997	637.879
539.852	776.405
124.879	443.051
726.042	488.441
696.969	623.568
471.734	566.97
668.94	63.7864
681.676	323.388
590.832	658.738
703.885	625.836
698.204	409.806
709.374	446.986
600.064	321.329
765.381	21.5385
551.137	164.28
432.351	486.787
516.344	42.5852
454.312	590.814
390.708	528.605
492.176	531.986
542.3	654.229
502.417	434.426
590.92	615.814
601.218	232.429
349.445	335.94
476.293	524.142
353.849	635.609
682.452	772.126
270.142	440.437
481.975	411.279
541.012	414.189
354.788	12.0227
795	770.849
564.462	482.647
350.976	443.897
301.101	408.651
88.9519	578.366
732.862	168.922
707.697	433.112
607.925	156.392
438.938	265.757
382.647	510.264
99.3419	282.246
603.174	576.103
613.903	143.735
529.543	284.03
660.534	206.967
263.508	555.963
39.2543	526.121
583.784	204.107
740.849	152.909
69.5315	133.919
697.364	516.424
698.127	205.762
714.854	148.876
770.334	308.329
179.439	146.554
638.097	451.13
612.695	671.784
539.238	160.8
577.22	177.216
734.382	435.088
446.99	475.526
507.979	175.092
553.291	730.071
306.216	243.905
396.353	140.77
384.347	123.422
549.931	51.2803
733.085	765.19
528.194	781.293
721.438	255.813
396.618	795
752.541	146.428
621.223	698.768
745.658	433.034
708.911	82.2997
604.735	681.982
290.405	273.033
629.912	385.278
629.076	135.448
167.937	352.826
652.686	352.254
778.421	137.103
389.753	584.481
570.313	25.5504
462.287	484.761
698.256	437.596
211.588	705.862
352.009	383.661
273.811	265.873
440.734	318.193
530.273	539.617
648.488	312.883
651.771	502.653
217.23	360.669
433.788	428.374
