0	137.231	740.461
1	139.409	27.9182
2	399.7	49.2167
3	502.692	580.16
4	795	559.731
5	420.795	227.013
6	778.393	446.316
7	795	26.6604
8	739.794	445.453
9	377.208	720.032
10	686.601	165.429
11	779.209	412.159
12	347.299	705.553
13	779.853	354.799
14	305.842	627.987
15	625.258	246.293
16	254.229	478.953
17	328.141	500.272
18	740.95	112.003
19	775.962	26.0591
20	118.174	5
21	264.245	494.017
22	297.639	680.835
23	423.223	356.904
24	769.863	698.021
25	358.442	105.434
26	694.699	195.489
27	723.348	198.442
28	669.97	50.6921
29	684.942	417.015
30	260.6	718.241
31	582.58	364.118
32	783.398	475.688
33	559.163	618.555
34	212.437	586.985
35	701.229	45.4697
36	444.364	521.12
37	627.806	57.881
38	358.85	37.2462
39	413.327	643.485
40	200.863	709.45
41	123.299	309.696
42	392.238	400.97
43	577.213	309.032
44	706.631	312.039
45	746.789	193.768
46	182.918	647.315
47	717.252	91.9184
48	686.169	666.651
49	529.866	175.047
50	241.429	348.217
51	599.485	156.213
52	384.343	65.7869
53	795	310.972
54	356.343	617.281
55	627.665	299.061
56	500.536	546.69
57	729.177	167.096
58	184.069	430.228
59	270.146	120.79
60	573.506	137.77
61	762.823	715.379
62	49.119	774.924
63	71.8355	747.623
64	444.052	407.816
65	237.91	795
66	771.771	24.3906
67	675.98	199.591
68	338.434	643.293
69	332.492	91.6688
70	414.365	459.453
71	131.291	345.471
72	343.671	511.554
73	199.72	706.772
74	690.599	407.146
75	586.904	111.039
76	645.401	424.344
77	768.514	236.875
78	422.933	479.502
79	254.065	19.1556
80	566.799	517.898
81	582.148	688.476
82	82.7686	158.055
83	572.179	470.534
84	527.948	153.316
85	782.787	428.378
86	399.139	294.067
87	338.429	368.829
88	622.362	574.021
89	665.342	124.538
90	617.842	417.504
91	272.323	417.083
92	333.805	55.9497
93	580.15	287.71
94	722.484	223.758
95	228.902	296.327
96	745.431	59.1166
97	456.598	414.764
98	319.957	216.404
99	457.946	679.935
