0,510.42,277.925
1,661.358,632.714
2,319.035,324.301
3,480.103,255.605
4,786.09,185.623
5,653.275,615.996
6,134.441,702.724
7,694.3,703.556
8,648.81,222.174
9,522.769,106.068
10,315.955,369.662
11,331.9,313.084
12,716.214,5
13,433.767,101.577
14,318.847,57.4544
15,145.591,37.0949
16,777.255,437.333
17,697.045,223.34
18,297.092,562.138
19,492.285,577.533
20,380.327,668.885
21,626.184,532.166
22,657.126,609.829
23,795,735.203
24,531.089,5
25,525.021,626.291
26,402.581,575.688
27,621.24,678.218
28,668.237,373.924
29,573.809,508.873
30,470.314,442.739
31,722.871,579.118
32,382.16,731.625
33,615.764,545.984
34,559.71,578.727
35,60.6349,266.375
36,259.953,508.634
37,326.679,186.576
38,274.409,547.785
39,383.589,14.2422
40,404.939,452.117
41,318.977,75.3769
42,673.507,703.544
43,403.256,591.276
44,607.625,66.3783
45,532.178,640.746
46,66.8792,470.233
47,530.671,651.184
48,100.142,79.5776
49,644.019,438.939
50,514.498,122.295
51,792.731,266.946
52,377.674,582.76
53,154.24,335.501
54,699.619,184.157
55,656.699,137.456
56,185.635,581.058
57,629.81,630.667
58,754.436,27.9108
59,322.32,175.406
60,297.492,202.579
61,451.774,114.806
62,334.064,215.349
63,600.184,50.9544
64,203.929,291.79
65,746.028,25.0996
66,795,369.777
67,788.281,155.545
68,244.959,33.7933
69,497.869,489.364
70,779.075,448.824
71,570.385,684.405
72,384.932,122.286
73,243.91,409.749
74,566.174,187.266
75,93.9175,265.577
76,710.067,632.418
77,712.452,583.594
78,267.451,306.596
79,495.46,302.439
80,610.12,228.326
81,719.19,436.095
82,724.308,462.265
83,662.122,127.319
84,89.3695,214.483
85,781.341,137.034
86,282.941,45.4495
87,301.069,575.604
88,528.508,763.235
89,272.385,236.59
90,600.747,322.34
91,552.782,546.341
92,762.264,499.631
93,424.649,142.52
94,366.169,669.676
95,333.741,460.632
96,452.023,296.13
97,434.923,628.614
98,311.233,774.806
99,292.813,362.081
