238.613	507.937
207.629	242.926
512.508	566.431
355.623	652.042
464.273	774.486
93.0417	444.347
717.591	431.178
590.729	618.453
377.755	495.479
731.97	75.1657
795	245.829
658.888	643.258
662.671	598.137
685.953	355.554
608.32	409.241
498.794	282.539
732.762	38.6202
489.844	101.13
356.616	524.103
436.861	68.0898
336.09	596.247
378.612	497.229
439.621	485.803
639.492	582.657
434.161	389.043
551.882	630.934
599.587	177.358
298.993	312.896
354.014	460.41
279.833	648.606
644.811	697.774
238.535	447.863
480.108	330.004
476.321	342.318
321.417	32.9501
730.153	721.896
653.13	400.632
282.546	460.867
295.132	392.885
60.9679	568.939
616.656	175.884
782.083	252.652
692.959	115.707
369.582	212.145
337.445	514.306
85.4851	213.481
600.932	544.258
542.996	172.318
433.436	222.52
744.575	232.04
232.412	479.787
29.1749	471.146
679.792	206.949
691.208	120.812
55.3029	63.382
600.063	521.979
792.401	175.899
696.462	49.7662
741.167	303.289
138.677	148.631
552.441	473.652
553.103	653.164
426.976	110.3
506.214	120.024
787.699	355.435
363.243	421.049
466.423	145.751
497.575	686.361
284.586	196.185
306.555	46.7262
291.739	40.2208
434.328	39.3802
771.782	753.366
457.508	780.672
659.113	123.432
356.737	741.622
731.747	172.295
688.061	692.653
662.953	381.211
686.439	60.3936
668.157	647.675
221.841	293.085
568.69	391.504
732.779	102.87
148.582	322.006
707.422	344.425
666.102	169.946
380.768	516.893
545.527	5.4409
459.072	427.398
603.176	360.91
165.467	653.467
291.381	394.767
230.12	240.663
317.067	328.195
469.563	561.674
715.084	264.232
771.129	455.011
199.658	354.585
400.416	462.382
