0	730.627	556.99
1	334.4	648.531
2	752.288	190.721
3	507.379	48.7252
4	777.591	384.421
5	287.613	738.728
6	638.796	204.409
7	431.799	190.317
8	635.223	221.319
9	525.431	174.946
10	647.796	108.034
11	542.138	228.152
12	680.626	166.53
13	748.28	365.662
14	779.786	416.142
15	200.918	67.0895
16	379.324	228.641
17	265.73	120.784
18	600.017	95.8865
19	487.173	473.46
20	767.485	234.971
21	634.676	326.625
22	768.023	522.412
23	169.95	603.064
24	226.457	369.782
25	342.685	691.394
26	479.271	355
27	739.036	372.855
28	703.192	414.369
29	766.773	218.292
30	478.577	56.7761
31	138.881	760.737
32	462.527	295.544
33	481.683	444.979
34	701.559	183.997
35	296.45	536.207
36	378.484	756.957
37	591.25	167.523
38	476.918	588.483
39	320.47	89.8741
40	199.593	34.0124
41	675.51	175.374
42	673.156	64.9493
43	310.747	578.301
44	699.245	346.323
45	524.506	29.4422
46	628.439	325.155
47	445.563	426.933
48	756.758	403.592
49	543.659	626.988
50	626.387	445.436
51	617.863	320.551
52	300.564	146.424
53	493.864	388.081
54	774.021	341.025
55	549.127	572.8
56	386.115	574.631
57	149.312	486.931
58	519.304	352.455
59	557.785	412.751
60	749.978	524.759
61	669.532	306.106
62	685.777	568.705
63	457.697	426.316
64	668.735	135.005
65	561.995	187.193
66	739.374	746.2
67	630.878	738.696
68	573.23	115.382
69	156.005	187.39
70	229.649	728.377
71	701.581	327.361
72	269.808	343.049
73	564.901	230.15
74	739.132	459.457
75	545.867	368.451
76	355.454	612.843
77	749.963	357.182
78	559.558	322.233
79	795	741.712
80	298.381	390.247
81	773.85	396.815
82	450.896	582.66
83	380.972	97.8008
84	501.634	331.578
85	516.374	725.062
86	692.609	625.96
87	528.603	769.573
88	571.879	372.561
89	736.41	522.421
90	707.988	403.216
91	656.263	558.03
92	587.538	516.875
93	632.639	144.311
94	771.432	531.833
95	311.376	352.302
96	463.12	85.0207
97	437.08	781.565
98	717.884	697.641
99	403.535	437.459
