0,554.767,280.428
1,755.661,646.231
2,346.075,282.228
3,591.593,379.249
4,789.716,314.911
5,440.687,574.703
6,238.437,780.376
7,543.251,764.811
8,743.095,154.082
9,723.883,365.165
10,471.154,504.62
11,389.162,378.765
12,538.944,114.351
13,565.13,126.188
14,333.3,247.139
15,198.005,123.039
16,649.745,471.794
17,671.847,216.184
18,513.196,602.006
19,511.731,593.095
20,441.445,725.344
21,409.135,655.316
22,775.394,683.1
23,688.271,786.395
24,638.064,148.136
25,619.545,608.956
26,627.109,549.799
27,755.385,742.925
28,700.004,308.926
29,616.344,584.443
30,587.667,585.657
31,685.706,654.963
32,384.589,766.416
33,696.498,545.18
34,658.384,566.383
35,73.7243,242.385
36,316.151,462.436
37,425.317,311.311
38,326.618,479.255
39,577.752,37.3523
40,561.245,434.586
41,533.827,305.387
42,732.578,741.619
43,525.044,669.548
44,665.704,241.133
45,598.753,783.673
46,112.868,549.583
47,673.176,615.728
48,154.301,94.0649
49,774.748,529.208
50,551.057,410.601
51,747.269,397.722
52,424.556,717.828
53,255.76,402.778
54,741.893,105.922
55,795,177.682
56,274.099,704.087
57,729.721,740.88
58,642.369,191.647
59,448.681,132.325
60,410.545,160.817
61,504.395,362.203
62,499.511,241.955
63,746.64,50.1228
64,296.099,234.516
65,689.979,111.049
66,744.946,307.988
67,758.046,418.62
68,257.288,91.105
69,524.722,442.861
70,635.748,552.464
71,776.694,630.411
72,565.981,53.1942
73,297.809,529.053
74,741.87,307.152
75,169.2,317.189
76,582.668,682.727
77,606.319,526.099
78,380.458,364.98
79,502.727,254.896
80,672.13,364.031
81,548.619,505.165
82,726.846,460.651
83,755.633,247.265
84,175.285,198.489
85,658.408,105.909
86,305.375,18.1676
87,457.522,567.62
88,575.204,756.041
89,320.068,195.966
90,729.837,298.309
91,663.912,649.436
92,624.144,639.053
93,542.379,249.193
94,468.735,718.025
95,504.45,480.805
96,670.299,272.989
97,575.461,573.392
98,521.87,760.345
99,432.103,364.76
