0,495.637,299.141
1,602.349,650.259
2,310.022,360.376
3,442.939,236.441
4,780.806,164.577
5,724.137,651.81
6,99.7757,698.89
7,744.65,682.16
8,617.381,266.921
9,455.73,41.7522
10,264.222,346.726
11,312.812,313.24
12,775.303,25.2497
13,389.979,115.423
14,314.029,16.2761
15,128.119,30.4968
16,722.784,447.895
17,623.153,247.775
18,225.058,570.899
19,485.803,594.396
20,359.954,672.116
21,698.534,513.166
22,617.704,607.456
23,764.294,740.19
24,495.431,28.4801
25,493.513,654.119
26,327.738,606.367
27,576.525,678.699
28,657.648,417.64
29,559.631,505.733
30,431.196,417.149
31,657.294,575.886
32,381.35,742.078
33,588.852,568.303
34,526.819,604.892
35,56.2718,296.422
36,241.221,546.084
37,293.799,167.047
38,257.005,592.678
39,318.868,28.5889
40,352.837,480.011
41,247.361,20.7567
42,653.817,712.903
43,362.66,587.235
44,588.266,30.1767
45,509.986,615.154
46,51.5495,465.833
47,483.169,685.052
48,82.0885,96.7985
49,583.262,430.899
50,502.311,48.243
51,774.832,245.404
52,362.046,559.788
53,120.4,335.126
54,646.512,232.286
55,606.187,146.098
56,156.147,562.099
57,596.506,615.979
58,689.022,9.53557
59,280.2,211.816
60,259.807,238.549
61,434.234,54.3906
62,278.915,228.531
63,551.365,97.659
64,173.206,332.931
65,693.517,18.4997
66,780.808,412.423
67,792.797,89.903
68,240.849,78.6833
69,488.918,526.915
70,768.626,436.328
71,501.616,724.453
72,324.583,167.366
73,225.944,392.03
74,507.609,169.353
75,68.8234,270.423
76,752.534,637.699
77,747.83,624.809
78,229.782,309.185
79,493.037,340.337
80,589.45,205.142
81,776.048,435.122
82,673.193,484.853
83,630.951,109.387
84,60.7309,241.864
85,777.296,169.459
86,275.463,76.5934
87,248.918,600.315
88,512.943,747.209
89,256.491,272.181
90,557.717,352.4
91,515.739,534.025
92,689.04,475.207
93,385.406,129.013
94,331.981,675.61
95,276.838,475.957
96,379.264,325.894
97,388.077,669.071
98,241.021,759.316
99,246.383,383.238
