0	773.872	518.407
1	235.787	666.586
2	645.412	147.443
3	457.776	95.133
4	690.68	386.337
5	205.095	638.135
6	795	239.142
7	368.887	89.0281
8	463.626	150.654
9	456.993	34.1909
10	762.288	130.244
11	442.327	251.623
12	651.477	134.273
13	580.158	339.473
14	694.13	383.18
15	109.49	93.6503
16	319.245	291.711
17	253.161	38.5408
18	560.634	34.1612
19	429.347	462.234
20	713.023	221.334
21	721.005	117.573
22	738.397	431.144
23	92.9735	641.011
24	158.445	147.636
25	247.885	676.259
26	322.527	355.35
27	774.735	380.268
28	628.296	315.683
29	714.373	207.577
30	442.887	59.4116
31	134.558	681.577
32	397.984	309.656
33	650.392	205.355
34	795	82.848
35	175.941	553.092
36	284.21	771.983
37	710.104	189.957
38	445.454	621.434
39	205.639	35.5917
40	178.334	57.107
41	529.599	104.685
42	589.088	114.321
43	215.483	501.957
44	580.138	247.219
45	682.294	86.4738
46	486.497	236.625
47	608.634	362.562
48	584.051	183.282
49	520.621	621.218
50	495.405	418.033
51	526.048	115.042
52	252.63	143.088
53	481.673	412.021
54	751.407	231.114
55	533.759	626.175
56	276.252	502.08
57	111.113	484.249
58	657.152	404.668
59	504.504	322.21
60	700.598	524.777
61	550.3	218.035
62	770.728	577.497
63	387.392	332.028
64	576.539	124.853
65	496.372	148.083
66	788.047	724.588
67	591.994	702.867
68	503.129	25.2522
69	109.628	89.5695
70	174.678	700.125
71	532.014	250.116
72	217.83	235.315
73	725.97	135.059
74	572.387	383.482
75	691.195	297.729
76	337.755	638.636
77	692.666	365.328
78	509.439	289.231
79	726.346	631.938
80	284.652	375.614
81	781.588	179.668
82	407.191	535.909
83	253.234	148.113
84	472.044	363.175
85	638.273	640.947
86	571.155	589.14
87	408.027	786.602
88	713.865	326.29
89	657.043	482.337
90	644.556	300.221
91	517.023	553.554
92	463.49	501.092
93	537.859	141.025
94	744.055	432.943
95	286.274	379.645
96	441.63	128.237
97	267.295	738.693
98	684.685	665.336
99	244.926	201.345
