223.51	504.596
58.8754	266.868
379.319	488.096
286.875	772.242
313.116	768.841
29.3674	538.816
700.69	408.528
378.248	700.098
189.796	444.373
733.606	189.799
587.665	182.587
795	704.171
580.243	634.615
661.45	338.925
406.211	425.624
296.254	296.833
667.524	164.659
367.259	66.705
205.147	690.612
277.896	210.974
99.6445	698.988
354.419	526.35
334.511	485.312
760.438	531.389
297.651	390.152
473.807	753.051
596.326	159.089
198.09	358.684
109.456	424.821
131.803	766.476
569.528	640.945
175.321	554.59
476.373	259.33
346.938	290.449
254.674	195.052
590.014	715.866
763.734	328.478
145.686	586.681
283.194	453.228
5	641.96
384.241	281.683
563.826	18.3831
727.007	126.212
230.871	196.797
247.04	614.266
57.7714	167.828
596.448	572.444
401.181	321.358
241.221	191.377
690.808	374.06
170.219	419.31
9.0159	453.07
734.201	304.507
591.928	148.494
26.8457	14.1825
405.46	624.964
550.218	208.048
659.678	117.953
682.833	385.083
57.1524	244.66
381.131	610.571
433.918	707.799
202.452	101.175
364.201	97.5135
636.154	288.005
195.749	403.97
383.311	178.943
386.143	690.817
241.326	192.619
126.96	106.966
106.522	90.1347
203.121	107.455
747.739	677.817
316.137	771.651
534.465	60.6488
276.976	704.932
690.159	315.902
780.367	772.298
497.541	369.44
641.494	108.456
795	670.936
84.7128	425.065
446.245	495.83
651.74	129.59
109.871	352.239
774.947	420.641
441.464	327.506
362.797	473.593
495.957	57.0969
452.643	404.548
413.016	299.412
73.2242	640.554
170.126	508.854
142.738	282.117
69.7334	440.075
348.142	697.664
748.319	258.805
596.871	451.603
164.514	434.292
333.674	622.273
