243.143	532.826
252.255	259.631
552.464	613.819
376.247	639.869
509.621	771.962
112.144	439.895
722.662	461.861
654.473	617.847
434.143	534.699
694.152	64.6631
727.006	288.69
618.054	648.871
687.399	611.081
693.304	384.43
668.952	428.213
559.556	302.138
752.333	24.6962
526.62	135.345
402.057	498.038
484.551	49.1121
407.023	589.312
385.87	512.38
471.154	509.838
581.177	621.925
475.114	412.598
575.305	618.187
600.566	206.725
329.264	323.048
427.382	494.974
324.243	637.133
667.396	738.71
257.5	439.733
481.228	375.094
515.135	381.766
341.44	8.2069
772.195	747.593
599.929	446.166
323.604	447.01
298.713	398.67
77.7583	570.92
686.38	168.032
751.349	357.253
641.938	136.443
411.195	240.637
364.566	508.206
93.7992	251.065
602.277	559.69
585.54	151.493
491.1	255.751
694.15	213.321
251.07	521.818
35.2225	500.456
622.187	201.569
720.993	136.395
63.8401	102.029
658.444	514.971
746.563	190.142
707.497	105.557
758.667	302.638
163.134	143.71
603.835	456.464
588.858	660.661
494.333	136.925
548.818	150.664
764.691	399.552
413.491	450.06
491.357	159.68
531.005	708.912
297.564	221.142
360.434	99.4774
347.304	86.4667
503.69	42.8453
748.564	795
499.92	777.37
696.508	199.185
380.665	776.517
744.223	153.1
647.958	692.647
712.576	408.63
699.922	69.8623
630.104	664.585
262.979	277.379
605.423	384.093
670.557	118.742
160.195	336.823
674.58	345.448
733.493	146.565
386.159	553.771
560.399	13.8316
461.001	458.141
660.224	403.247
193.139	681.229
327.758	384.429
256.334	252.114
391.268	318.519
505.989	544.765
675.127	289.748
699.514	479.921
210.201	354.56
420.439	438.302
