0,530.129,266.787
1,740.037,626.472
2,331.053,293.352
3,529.654,298.308
4,793.135,230.834
5,558.792,585.393
6,180.662,724.986
7,627.167,749.234
8,690.714,179.661
9,612.153,208.972
10,384.932,417.393
11,357.349,330.025
12,637.427,41.3502
13,492.151,100.265
14,325.27,129.509
15,168.886,63.0424
16,740.529,440.399
17,795,207.909
18,393.138,567.607
19,500.928,572.199
20,407.491,681.728
21,529.718,574.649
22,709.69,630.144
23,747.565,745.705
24,578.633,56.3659
25,567.031,606.336
26,502.371,551.932
27,680.86,694.727
28,682.356,332.786
29,592.714,530.21
30,522.471,494.008
31,795,600.577
32,383.24,734.838
33,651.646,533.377
34,603.565,560.991
35,66.4524,243.463
36,284.93,475.852
37,370.518,229.764
38,297.613,505.077
39,469.884,12.2634
40,474.408,432.076
41,414.466,165.354
42,699.761,708.216
43,457.384,613.813
44,633.438,131.797
45,561.767,692.019
46,87.3188,493.25
47,594.006,623.176
48,124.212,73.7664
49,725.028,466.808
50,530.746,238.181
51,777.101,312.818
52,398.51,630.54
53,199.36,353.152
54,770.429,137.136
55,724.049,143.085
56,224.953,623.488
57,674.215,667.4
58,751.391,88.4323
59,378.48,144.009
60,347.738,171.768
61,475.161,212.51
62,407.596,214.924
63,665.275,5.83154
64,244.893,254.085
65,777.497,51.0493
66,772.754,330.065
67,774.843,260.217
68,250.438,16.2883
69,509.804,456.446
70,715.374,482.636
71,662.078,648.157
72,465.399,79.3283
73,267.865,450.523
74,644.261,228.298
75,127.376,276.266
76,653.445,642.528
77,665.282,545.791
78,317.676,320.295
79,498.69,269.059
80,637.68,276.39
81,643.381,454.543
82,792.462,449.298
83,703.682,168.378
84,127.554,195.125
85,726.704,110.95
86,292.912,21.0742
87,370.604,559.805
88,549.262,795
89,293.577,206.285
90,658.12,299.409
91,602.173,579.911
92,746.184,549.347
93,476.973,177.68
94,411.754,678.914
95,409.611,457.348
96,549.035,273.595
97,497.384,591.821
98,404.85,786.162
99,354.719,351.021
