231.061	490.954
133.252	239.585
445.913	511.951
321.249	696.83
388.695	791.421
61.2046	476.269
709.141	404.54
484.488	643.963
283.775	454.614
795	117.17
700.988	198.896
726.944	658.402
621.457	601.063
673.702	331.927
507.265	402.12
397.524	274.373
700.143	86.327
428.551	68.605
280.882	592.045
357.379	124.219
217.867	632.305
366.516	496.477
387.066	470.245
736.685	541.711
365.906	374.285
512.845	676.68
597.957	152.911
248.542	320.478
231.735	427.303
205.818	692.228
607.17	654.047
206.928	485.914
478.24	279.355
411.629	301.071
288.046	98.6887
660.083	703.569
741.799	349.243
214.116	508.461
289.163	407.744
32.984	590.137
500.449	213.471
672.954	102.818
777.993	105.647
300.227	189.159
292.243	548.974
71.6282	175.342
598.69	543.039
472.089	231.526
337.329	191.636
774.85	287.738
201.316	434.236
19.0954	446.796
775.799	240.415
641.568	119.341
41.0743	23.4698
502.761	558.159
671.31	176.661
678.07	31.0926
712	328.873
97.9145	181.333
466.786	526.799
493.511	665.169
314.714	90.425
435.208	93.456
711.927	306.408
279.496	397.197
424.867	147.034
441.859	673.276
262.956	179.09
216.757	25.1726
199.13	19.1833
318.724	58.1051
786.436	700.279
386.823	783.28
596.789	21.6762
316.857	707.964
710.953	228.786
754.898	717.163
580.247	360.013
663.967	69.1124
731.578	643.993
153.277	343.762
507.467	428.354
755.443	100.918
129.226	321.81
762.158	367.22
553.783	233.414
371.783	479.93
520.742	15.9564
455.857	400.66
508.096	314.849
119.345	631.698
230.753	436.498
186.429	246.077
193.4	368.823
408.852	614.356
781.681	246.206
716.229	437.995
182.086	379.126
367.045	527.015
