0,505.492,283.772
1,641.688,637.338
2,316.031,335.101
3,467.715,247.992
4,784.329,177.383
5,676.896,626.709
6,122.886,700.221
7,711.084,695.199
8,638.333,235.864
9,500.422,83.4044
10,298.71,360.792
11,325.537,311.911
12,735.91,9.52458
13,419.171,104.967
14,317.241,42.5033
15,139.767,33.6706
16,759.098,439.629
17,672.414,230.26
18,273.081,563.833
19,490.125,581.929
20,373.536,668.737
21,650.301,524.608
22,643.986,607.813
23,788.011,735.641
24,519.203,5.24709
25,514.518,634.342
26,377.633,584.689
27,606.335,677.153
28,664.708,387.271
29,569.083,506.601
30,457.275,432.984
31,701.012,576.816
32,381.89,733.884
33,606.793,552.199
34,548.746,586.224
35,59.1806,275.166
36,253.709,519.893
37,315.719,178.841
38,268.607,561.524
39,362.016,17.7995
40,387.571,460.19
41,295.105,55.9451
42,666.944,705.439
43,389.724,588.704
44,601.172,53.0861
45,524.781,630.99
46,61.7693,467.541
47,514.837,661.248
48,94.1238,84.0929
49,623.766,435.034
50,510.435,96.3861
51,786.765,258.54
52,372.464,573.878
53,142.96,334.151
54,681.917,198.975
55,639.862,139.112
56,175.806,573.514
57,618.709,624.546
58,732.631,15.8429
59,308.28,186.318
60,284.93,213.344
61,445.927,93.4426
62,315.681,218.518
63,583.911,65.2976
64,193.688,304.279
65,728.524,21.6746
66,791.931,382.767
67,791.641,132.439
68,243.589,47.5316
69,494.885,500.656
70,795,443.434
71,547.462,696.529
72,364.816,136.087
73,237.921,402.618
74,546.653,180.07
75,85.5528,265.968
76,724.223,632.954
77,724.245,596.107
78,254.894,306.234
79,494.652,313.847
80,603.23,219.373
81,738.143,434.546
82,707.27,468.569
83,651.731,120.117
84,79.8233,222.385
85,795,146.617
86,280.449,54.6058
87,283.685,582.616
88,523.319,756.668
89,267.087,247.229
90,586.403,331.135
91,540.435,541.011
92,737.856,490.265
93,411.568,136.793
94,354.773,670.429
95,314.773,464.515
96,427.77,304.826
97,419.307,640.875
98,287.829,768.418
99,277.336,367.908
