0	683.749	539.849
1	137.175	744.666
2	538.536	164.19
3	408.172	201.566
4	568.818	448.278
5	122.577	597.566
6	647.63	333.901
7	305.975	47.7646
8	292.028	140.015
9	388.554	76.0091
10	721.712	212.479
11	342.517	335.119
12	622.328	162.041
13	412.035	373.308
14	608.473	410.243
15	18.0612	180.236
16	259.165	414.805
17	240.591	16.323
18	521.252	32.4608
19	371.522	511.032
20	658.561	267.721
21	785.665	38.1959
22	643.977	399.902
23	15.9967	738.983
24	90.4322	22.3546
25	153.086	721.149
26	165.784	415.725
27	696.385	447.707
28	553.399	277.021
29	661.972	256.887
30	407.197	122.072
31	130.235	662.442
32	333.441	383.793
33	794.203	25.7569
34	713.697	41.7246
35	55.4313	630.001
36	189.935	735.421
37	764.958	272.415
38	413.99	714.41
39	90.8087	41.3343
40	157.074	140.227
41	383.689	94.0217
42	505.02	223.719
43	120.218	485.638
44	461.031	208.14
45	768.082	203.53
46	344.555	208.119
47	771.704	358.217
48	411.345	22.9978
49	497.582	675.474
50	364.423	450.655
51	434.233	39.2082
52	204.696	199.778
53	469.483	495.985
54	677.979	181.228
55	518.391	739.575
56	166.389	489.554
57	72.914	541.591
58	795	516.907
59	451.223	291.694
60	543.022	584.82
61	431.067	189.988
62	743.272	646.313
63	317.087	297.764
64	484.342	174.726
65	430.749	168.999
66	759.906	763
67	553.11	727.062
68	433.029	26.3735
69	63.2507	51.7738
70	119.706	731.897
71	362.448	232.895
72	165.851	187.606
73	715.02	99.9937
74	405.641	367.532
75	768.522	287.031
76	320.057	724.455
77	535.037	433.498
78	459.32	316.254
79	646.744	582.189
80	270.923	421.006
81	744.575	22.546
82	363.487	549.182
83	125.496	258.45
84	442.454	454.797
85	760.172	616.858
86	449.701	612.345
87	287.45	761.225
88	751.568	340.045
89	577.676	502.278
90	581.124	257.252
91	377.783	609.104
92	339.442	545.334
93	443.08	197.764
94	661.568	394.079
95	261.172	467.013
96	420.14	231.478
97	97.51	713.246
98	651.485	693.055
99	86.3169	25.2556
